parent_station,stop_lon,stop_id,stop_name,stop_lat,location_type
,38.7678519,node/7070861707,Dembel City Center,9.004953,0
,38.7634195,node/7070861710,Flamingo,9.0100482,0
,38.7528459,node/7070861712,Piassa Arada,9.0358386,0
,38.8054033,node/7070861713,Anbessa Garage,9.0074376,0
,38.876525,node/7070861714,Ayat Roundabout,9.0221276,0
,38.8777949,node/7070861716,Gebriel,9.0401288,0
,38.7433527,node/7074233342,Semen Mazegaja | ሰሜን ማዘጋጃ,9.0527134,0
,38.7411604,node/7074233343,Del Ber School,9.0559007,0
,38.7379037,node/7074233344,Adisu Gebeya,9.0592088,0
,38.7355505,node/7074233345,Kelebat,9.061605,0
,38.7347909,node/7074233346,Oilibiya (Dil Ber),9.0679367,0
,38.7301845,node/7074267433,Pastor,9.0463006,0
,38.7228618,node/7074267434,Medhanialem,9.051161,0
,38.7138884,node/7074267435,Winget,9.0554455,0
,38.6101592,node/7074269464,Kela,9.0576131,0
,38.6101611,node/7074269465,Kela,9.0576152,0
,38.7481339,node/7074275407,Semen Hotel,9.0452427,0
,38.7484333,node/7074294627,Kera,8.9866969,0
,38.6922669,node/7074299254,Asko,9.0653014,0
,38.733098,node/7074324043,Sebategna,9.0286512,0
,38.7324012,node/7074324044,Autobis Tera (2),9.0317912,0
,38.7321005,node/7074324045,Autobis Tera,9.0347276,0
,38.7315967,node/7074326525,Mekanisa,8.9733512,0
,38.7343058,node/7074326526,Abo Mazoria,8.9822244,0
,38.8580841,node/7074330387,Gate 2,8.9894962,0
,38.8605382,node/7074330389,Tena Tabeya,8.9942098,0
,38.8602323,node/7074330391,Condminium (Gate),8.9984544,0
,38.8573283,node/7074330392,Gomista,9.0014062,0
,38.8517162,node/7074330394,Summit (MOHA),9.0040839,0
,38.8518265,node/7074330397,Safari,9.0106601,0
,38.820944,node/7074330400,Alemayehu,8.999474,0
,38.8196821,node/7074330401,Alemayehu,9.0005663,0
,38.8095474,node/7074330403,Condominium,9.0050845,0
,38.8287819,node/7074330407,Ethio-china,9.026612,0
,38.8643277,node/7074330409,Kara,9.0403987,0
,38.8850641,node/7074332290,Project 15,8.9654679,0
,38.8845811,node/7074332294,Kela,8.9772657,0
,38.7010211,node/7074347184,Chereta,9.0616842,0
,38.6894082,node/7074353066,Gerar,8.9813585,0
,38.6959643,node/7074374410,Jemo 3,8.9538291,0
,38.6921288,node/7074374411,Furi,8.951847,0
,38.6891023,node/7074387585,Sansusi,9.0714186,0
,38.6722328,node/7074496216,Kersa (2),9.0285405,0
,38.6653802,node/7074496217,Ashewa Meda,9.0326531,0
,38.6653823,node/7074496218,Ashewa Meda,9.0326414,0
,38.6569665,node/7074496219,United Bank (Ashewa Meda),9.0258997,0
,38.6515848,node/7074496221,St. Gebriel,9.027689,0
,38.6515743,node/7074496222,St. Gebriel,9.0276843,0
,38.6216778,node/7074496225,Gojo,9.0417975,0
,38.6776598,node/7074504387,Alem Bank,9.0010346,0
,38.6982193,node/7074504388,Ayer Tena,8.9831093,0
,38.6944335,node/7074504390,Bethel,9.0045877,0
,38.7053132,node/7074504391,Mewcha,9.0139079,0
,38.7004735,node/7074504392,Mendida,9.0149626,0
,38.7486994,node/7074525370,Mebrat Nigist Hotel,8.9700751,0
,38.7326808,node/7074541084,Lideta Kefetega Firdbet,9.0116457,0
,38.7341804,node/7074561389,Sefera Square,8.9249315,0
,38.7363202,node/7074561391,Haile Garment,8.9368661,0
,38.7334502,node/7074561392,Mebrathile (EEPCo),8.9493593,0
,38.7544146,node/7074561393,Hana Mariam,8.9309368,0
,38.7444615,node/7074561394,Hana Mariam (2),8.9361698,0
,38.7448233,node/7074561395,Meskelgna,8.95299,0
,38.7514315,node/7074585943,Piassa Arada,9.0357438,0
,38.7633143,node/7074585944,Arat Kilo,9.0324015,0
,38.759835,node/7074599697,Beklo Bet (Global),8.9953761,0
,38.7672511,node/7074691520,Dembel City Center,9.0055741,0
,38.7471393,node/7074707878,Mexico,9.010735,0
,38.7478601,node/7074707880,ERA Office (Big Mak),9.0127963,0
,38.7591385,node/7074707881,Saint Josphe School,9.0092034,0
,38.7628296,node/7074707883,St. Estifanos Church,9.0124825,0
,38.7607684,node/7074819178,Mamo (NFSL TVET),8.9725713,0
,38.7585063,node/7074841187,Kadisco,8.9310399,0
,38.7643672,node/7074841188,Kality Maseltegna,8.9339802,0
,38.7442895,node/7074921333,Teklehaimanot,9.0291868,0
,38.7406481,node/7074921334,Berbere Tera,9.0266712,0
,38.7498569,node/7075101457,Dildiy Mariam,8.9585362,0
,38.7497528,node/7075101459,Kera (Gofa Stop),8.9837158,0
,38.7208842,node/7075129253,Tor Hailoch,9.009717,0
,38.7207996,node/7075129254,Torhayloch,9.0117428,0
,38.7222467,node/7075129255,Tor Hailoch,9.0117788,0
,38.7588986,node/7076294502,Riche,9.0043941,0
,38.7438551,node/7076294503,Mebrat Condominium,8.9645236,0
,38.7633289,node/7076294504,Kadisco,8.9638868,0
,38.7646677,node/7076294505,Flamingo,9.0089349,0
,38.8601035,node/7076294507,Condminium (Gate),8.9984013,0
,38.8738883,node/7076294508,Sara Ampol (Gedera),9.0571285,0
,38.7325725,node/7076294509,Michael (2),9.0418835,0
,38.7612538,node/7076294510,Shero Meda,9.0622823,0
,38.7613619,node/7076294511,Shero Meda,9.0618175,0
,38.7369836,node/7076294512,Dil Ber,9.0716602,0
,38.7607132,node/7076294515,Shiromeda Selassie,9.0692159,0
,38.7613887,node/7076294516,Shero Meda,9.0618235,0
,38.7612093,node/7076310930,6 Kilo (Akim Genbata),9.0447597,0
,38.7612397,node/7076310931,Shero Meda,9.0626379,0
,38.7619991,node/7077424942,Medhanialem,9.0507372,0
,38.7551039,node/7077601626,Ambassador,9.0163885,0
,38.8139111,node/7077785205,Lamberet,9.0216085,0
,38.8692642,node/7077785206,Kara Condominium,9.0479009,0
,38.8676583,node/7077785207,G-7 (Meskelegna),9.0655587,0
,38.8695121,node/7077785209,Kara Condominium,9.0480304,0
,38.7325536,node/7077863009,Autobis Tera (2),9.031811,0
,38.6833448,node/7077863010,Tropical,8.9960545,0
,38.6779208,node/7077863012,Alem Bank,9.0003767,0
,38.6830207,node/7077863014,Tropical,8.9965876,0
,38.6892387,node/7077863015,Kidane Mihret,8.9923549,0
,38.6941906,node/7077863016,Bethel,9.004479,0
,38.7004836,node/7077863017,Mendida,9.0151128,0
,38.7327417,node/7077863018,Abinet,9.019638,0
,38.7329768,node/7077863019,Sebategna,9.0280905,0
,38.7440208,node/7078164250,Mexico,9.0088714,0
,38.7349155,node/7078164251,Haile Garment,8.9381825,0
,38.7311018,node/7078164254,Mekanisa,8.9729343,0
,38.7345326,node/7078164255,Abo Mazoria,8.9820586,0
,38.7437936,node/7078164256,Mexico,9.0088201,0
,38.7323925,node/7078406225,Autobis Tera (1),9.0330269,0
,38.7090191,node/7078406227,Zenebework,8.9876369,0
,38.6949214,node/7078406228,Ayer Tena,8.9822919,0
,38.6817556,node/7078406231,Kara Kore,8.9755975,0
,38.6823873,node/7078406235,Kara Kore,8.9763865,0
,38.6939258,node/7078406236,Ayer Tena (Gerar-Repi),8.9822452,0
,38.6853377,node/7078406237,Repi (Gerar),8.9795411,0
,38.7051886,node/7078406238,Zenebework (Crossing),8.9852814,0
,38.715946,node/7078406239,3 Kutir Mazoriya (Total),8.992776,0
,38.7322299,node/7078406240,Autobis Tera (1),9.0330007,0
,38.8100534,node/7080251773,Condominium,9.0049451,0
,38.8268744,node/7080251774,Goro School,8.993889,0
,38.8056204,node/7080251776,Anbessa Garage,9.0071789,0
,38.76366,node/7080440194,Estifanos,9.0110028,0
,38.7690578,node/7080440195,BAMBIS,9.0104866,0
,38.7752996,node/7080440196,St. Urael Church,9.0115088,0
,38.7823039,node/7080440197,Lex Plaza,9.0147285,0
,38.7896417,node/7080440198,22 (Haya Hulet),9.0164226,0
,38.8004816,node/7080440200,Megenagna,9.0194097,0
,38.8005914,node/7080440203,Megenagna,9.019032,0
,38.7955696,node/7080440204,Lem Hotel,9.0177169,0
,38.7896635,node/7080440205,22 (Haya Hulet),9.0162149,0
,38.7694936,node/7080440206,BAMBIS,9.0102033,0
,38.7467585,node/7080440208,Mexico,9.0104304,0
,38.7462899,node/7080527282,Mexico,9.0098462,0
,38.7487773,node/7080527284,Kera,8.9863213,0
,38.7487535,node/7080611085,Mebrat,8.96688,0
,38.746773,node/7080611091,Mexico Shebelle Hotel,9.0120423,0
,38.7322629,node/7080893992,Michael,9.0412736,0
,38.732023,node/7080893993,Autobis Tera,9.034717,0
,38.7306587,node/7080893994,Pastor,9.0460782,0
,38.713458,node/7080893995,Winget,9.0560646,0
,38.7009781,node/7080893996,Chereta,9.0613645,0
,38.6891732,node/7080894001,Sansusi,9.0715888,0
,38.7624277,node/7081034796,5 Kilo (History Museum),9.0385658,0
,38.7785478,node/7081034797,Abo Mazoriya,9.0574672,0
,38.7640045,node/7081034799,Education Bureau (6 Kilo),9.0441923,0
,38.732915,node/7084255331,Total (Dil Ber),9.0648091,0
,38.7533521,node/7084255333,Piassa Arada,9.0341775,0
,38.7374497,node/7084255334,Addisu Gebeya,9.0594855,0
,38.733166,node/7084255335,Tsion Cafe (Addisu Gebeya),9.0638908,0
,38.7327389,node/7084255336,Total (Dil Ber),9.0653883,0
,38.7405402,node/7084722454,Ummar School,9.0337517,0
,38.7337992,node/7084722456,Autobis Tera (3),9.0341036,0
,38.7418327,node/7084722457,Gojam Berenda (Tefera Buillding),9.0341305,0
,38.7533374,node/7084722458,Dej. Wube (Ras Abebe School),9.0404538,0
,38.7544994,node/7084722459,Wube Bereha,9.0440672,0
,38.7588473,node/7084722460,Menen,9.0515491,0
,38.7598297,node/7084722461,Tsehay Chora (ShiroMeda),9.0584002,0
,38.7332661,node/7084873006,Sebategna (Taem Bakery),9.0274958,0
,38.7380924,node/7084873007,Mola Maru (Jos Hansen),9.0188835,0
,38.7382054,node/7084873008,Geja Sefer (Darmar),9.0167149,0
,38.7486804,node/7084873009,Kera (Green Market),8.9856954,0
,38.7518917,node/7084873010,Kera (Mexico Stop),8.9841757,0
,38.7560749,node/7084873011,MOHA (Pepsi Factory),8.9824212,0
,38.7635412,node/7084873012,Saris (Shoa Bakery),8.9547202,0
,38.7509324,node/7084873013,Kera (Saris Stop),8.9844206,0
,38.7469466,node/7084873014,Guenet Hotel (Orbis),9.002055,0
,38.736541,node/7084873015,St. Lideta Church,9.0111972,0
,38.733649,node/7084873016,Abenet (Joshansen),9.0192478,0
,38.7373207,node/7084932737,Canada Embassy,8.9951157,0
,38.7311778,node/7084932738,Mechare Meda,8.9973163,0
,38.7239615,node/7084932739,Bisrate Gebrael,8.9892732,0
,38.705264,node/7084932740,Zenebework (Crossing),8.9850622,0
,38.6960209,node/7084932741,Ayer Tena,8.9838697,0
,38.6887357,node/7084932742,Kidane Mihret (Roundabout),8.9917639,0
,38.690106,node/7084932743,Kidane Mihret (2),8.9910254,0
,38.7185689,node/7084932745,Augusta Bridge (Tor Hailoch),9.0056187,0
,38.7445753,node/7084932747,Mexico,9.0114539,0
,38.8285018,node/7098810331,Goro Roundabout,8.9839859,0
,38.8370059,node/7098810332,Kotebe Shet',8.9678887,0
,38.8352869,node/7098810333,Bole Lemi,8.9585287,0
,38.8219339,node/7098810334,Endorro 2,8.9405669,0
,38.8152364,node/7098810335,Kilinto Right (Heniken),8.9007946,0
,38.8240221,node/7098810336,Koye Feche 4,8.8947925,0
,38.8277372,node/7098810337,Koye Feche 3,8.8925887,0
,38.8313712,node/7098810338,Koye Feche 2,8.896302,0
,38.8268887,node/7098810339,Koye Feche,8.9046728,0
,38.8289328,node/7098810340,Goro Roundabout,8.9837967,0
,38.8374461,node/7098810341,Kotebe Shet',8.9678046,0
,38.8354629,node/7098810342,Bole Lemi,8.9573187,0
,38.8217947,node/7098810343,Endorro 2,8.9393928,0
,38.820007,node/7098810344,Endorro 1,8.9307029,0
,38.8155747,node/7098810345,kilinto (Heniken Brewery),8.9005132,0
,38.8196082,node/7098833728,Gurd-shola,9.0192718,0
,38.8331381,node/7098833729,Civil Service College,9.021924,0
,38.8400876,node/7098833730,St. Michael,9.021617,0
,38.8524287,node/7098833731,Sunshine Apartments,9.0193173,0
,38.8575794,node/7098833732,Gomista,9.0019915,0
,38.8588022,node/7098833735,Hasset Photo,8.9918735,0
,38.8521013,node/7098833736,Sunshine Apartments,9.0190988,0
,38.8504565,node/7098833737,CMC (Apartments),9.0208488,0
,38.8401568,node/7098833738,St. Michael,9.0213567,0
,38.7312293,node/7102193971,Merkato,9.0337594,0
,38.7254909,node/7102193972,Mesalemia (Area Police),9.0338552,0
,38.7086533,node/7102193973,Luwkanda,9.0332635,0
,38.7049566,node/7102193974,Comprensive,9.0338494,0
,38.642409,node/7102193975,Gefersa,9.031909,0
,38.6117467,node/7102193976,Gojo (Kela),9.0563274,0
,38.6120244,node/7102193977,Gojo (Kela),9.0560454,0
,38.6265192,node/7102193978,Gefersa (2),9.0375371,0
,38.6329501,node/7102193979,Gefersa,9.0356795,0
,38.6674596,node/7102193980,Ashewa Meda (1),9.0328635,0
,38.6760437,node/7102193981,Kersa (1),9.0286003,0
,38.687173,node/7102193982,Feli Doro (2),9.0343761,0
,38.7244946,node/7102193983,Mesalemia,9.0344498,0
,38.7312074,node/7102269985,Merkato,9.0338637,0
,38.6977085,node/7103202615,Ayer Tena,8.9821491,0
,38.7316085,node/7103202616,German Bridge,8.9647174,0
,38.7342372,node/7103202617,Mebrathile (EEPCo),8.9470109,0
,38.7692016,node/7103202619,Saris Abo,8.9444277,0
,38.7666082,node/7103202620,Saris Abo,8.944353,0
,38.7645892,node/7103202621,Kality Maseltegna,8.9336411,0
,38.7550031,node/7103202622,Hana Mariam (Bridge),8.930547,0
,38.72738,node/7103202623,Mickael Bridge,8.9653607,0
,38.6976219,node/7103202625,Ayer Tena,8.9820533,0
,38.7729637,node/7104888674,Bel Air,9.0323651,0
,38.8506098,node/7105158906,CMC (Apartments),9.0211237,0
,38.8774831,node/7105158907,Tafo Condominium 2,9.0462589,0
,38.8775457,node/7105158908,Tafo Condominium 1,9.0502639,0
,38.7490031,node/7105268824,Mebrat (Lafto),8.9593839,0
,38.7497551,node/7105268825,Dildiy Mariam,8.9587047,0
,38.7504407,node/7105268826,Lafto (Mickael),8.9537745,0
,38.7493803,node/7105268828,Lafto,8.9465504,0
,38.7450783,node/7105268830,Lafto (Primary School),8.9558865,0
,38.7534558,node/7105398617,Post Office (Ambassador),9.0185243,0
,38.761425,node/7105398618,6 Kilo,9.0462,0
,38.7623138,node/7105398619,Teferi Mekonen,9.0522977,0
,38.7999868,node/7105584907,Marathon Motor (Megenagna),9.022269,0
,38.762507,node/7105584908,Arat Kilo,9.0332665,0
,38.7532588,node/7105584909,Piassa Arada,9.0341288,0
,38.7625094,node/7105584911,Arat Kilo,9.0332715,0
,38.7888307,node/7105584912,Abebe Sook,9.0289345,0
,38.7492708,node/7105840324,Abune Petros,9.0358919,0
,38.745898,node/7105840325,Yohannes,9.0424895,0
,38.7421685,node/7105840326,Arbegnoch Primary School,9.0472271,0
,38.7376837,node/7105840327,Enqulal Fabrica,9.0485317,0
,38.7450108,node/7105840330,Yohannes,9.0434044,0
,38.7373533,node/7105840331,Enqulal Fabrica,9.0481067,0
,38.7350358,node/7107670562,Sefera,8.9209077,0
,38.7332384,node/7107670563,Mebrathile (EEPCo),8.94963,0
,38.7341183,node/7107670564,Mekanisa Abo,8.9829863,0
,38.6879228,node/7107789218,Jemmo 2,8.9606298,0
,38.7511477,node/7107789219,Piassa (Downtown Cafe),9.0319297,0
,38.6878636,node/7107789220,Jemmo 2,8.9605732,0
,38.7483037,node/7108224469,Kera,8.9860956,0
,38.7675202,node/7110438104,6th (Raddison Blu),9.0166264,0
,38.7701955,node/7110438105,Kazanchis (6th),9.0171928,0
,38.7758778,node/7110438106,Aware Roundabout,9.0231177,0
,38.7815333,node/7110438107,Signal,9.0234853,0
,38.7867845,node/7110438108,Dinberwa Hospital,9.0221973,0
,38.7940254,node/7110438109,Lem Hotel,9.0212061,0
,38.8157252,node/7110438110,Lamberet (Queens),9.022362,0
,38.8281186,node/7110438111,Kotebe 01,9.0348925,0
,38.8281855,node/7110438113,Kotebe 01,9.0349074,0
,38.7948696,node/7110438114,Shola (United Bank),9.0217059,0
,38.792498,node/7110438115,Sumeya Mosque,9.021194,0
,38.7815645,node/7110438116,Signal,9.023369,0
,38.7640618,node/7110725239,Kality Gebriel,8.9104302,0
,38.7673729,node/7110725240,Addis Sefer (Overpass),8.9572931,0
,38.7723221,node/7110725241,Bole Mickael (2),8.9799499,0
,38.7903601,node/7110725242,Bole Bridge,8.9867261,0
,38.7957512,node/7110725243,MOENCO,8.9948785,0
,38.7988652,node/7110725244,Sport Academy,9.0009401,0
,38.8030776,node/7110725245,Anbessa Garage,9.0077883,0
,38.8032793,node/7110725247,Anbessa Garage,9.0076034,0
,38.8009424,node/7110725248,Emperial Hotel,9.0037859,0
,38.7947105,node/7110725250,Bole (Bora Amusement),8.9910225,0
,38.7721474,node/7110725251,Bole Mickael (2),8.9795995,0
,38.7676814,node/7110725252,Addis Sefer,8.9603711,0
,38.7692206,node/7110725253,Saris Abo,8.945759,0
,38.7648588,node/7110725254,Kality (Correctional Facility),8.9234126,0
,38.7718808,node/7110725256,Kality Meneharia,8.8959395,0
,38.7588358,node/7111821010,Arat Kilo,9.0354591,0
,38.7538404,node/7111821011,Piassa (EPPCO),9.0325113,0
,38.7374552,node/7111821013,Autobis Tera,9.0317457,0
,38.7372851,node/7111821015,Autobis Tera,9.0302352,0
,38.7887833,node/7111821016,Dinberwa Hospital (1),9.0216842,0
,38.721592,node/7112123457,Chid Tera,9.0374493,0
,38.7149359,node/7112123458,Mebrathail,9.0294949,0
,38.7177803,node/7112123459,Kolfe Keranyo,9.0173854,0
,38.708993,node/7112123460,Keranio Bridge,9.0193846,0
,38.7176821,node/7112123462,Kolfe Keranyo,9.0170237,0
,38.7163686,node/7112123463,Abysinia Coffee,9.0370321,0
,38.7208971,node/7112123464,Chid Tera,9.0376714,0
,38.7188624,node/7112215078,Old Airport (Mobil),8.9998854,0
,38.7196192,node/7112215079,Minaye (Shoa Supermarket),9.008471,0
,38.7158287,node/7112215080,Holand,9.0208524,0
,38.7141478,node/7112215081,18 Mazoria (Atena Tera),9.0361682,0
,38.7125982,node/7112215082,Atena Tera,9.0409736,0
,38.7116581,node/7112215083,Winget TVET,9.0491202,0
,38.7124575,node/7112215084,Winget,9.0555289,0
,38.7127274,node/7112280388,Winget,9.0554541,0
,38.7117843,node/7112280389,Winget TVET,9.0494004,0
,38.7122352,node/7112280390,kolfe (Atena Tera),9.0448145,0
,38.712721,node/7112280391,Atena Tera,9.0414434,0
,38.7143961,node/7112280392,18 Mazoria (Atena Tera),9.0362317,0
,38.7152453,node/7112280393,Meseret Edget,9.0244809,0
,38.7188519,node/7112280394,Augusta Bridge (Tor Hailoch),9.0056155,0
,38.8146269,node/7112648156,Mahiber Betoch,8.8596281,0
,38.8210444,node/7112648157,Project 12 Akababi,8.865212,0
,38.8204129,node/7112648158,G7 (Tulu Dimtu),8.8701237,0
,38.7965426,node/7112648159,Belay Ab Moters,8.871336,0
,38.779459,node/7112648160,Gelan Condominium,8.8797273,0
,38.7728422,node/7112648161,Kality Total,8.894811,0
,38.770309,node/7112648162,Akaki Subcity Office (Menaheria),8.8973286,0
,38.7641522,node/7112648163,Kality (Correctional Facility),8.9224149,0
,38.7676362,node/7112648164,Techtra Engineering,8.9281178,0
,38.7637599,node/7112648165,Adey Abeba,8.9572677,0
,38.7669427,node/7112648166,Kality Maseltegna,8.9323914,0
,38.768315,node/7112648167,Wehalemat,8.9298175,0
,38.7768426,node/7112648168,Awash Bank (Akaki Kality),8.8837788,0
,38.7793211,node/7112648169,Gelan Condominium,8.8799589,0
,38.7963837,node/7112648170,Belay Ab Moters,8.8716847,0
,38.8091005,node/7112648172,TAF Oil (Tulu Dimtu),8.8705655,0
,38.7439418,node/7112755338,Teklehaymanot,9.0278217,0
,38.7376384,node/7112755340,Autobis Tera,9.0314996,0
,38.7381207,node/7112755342,Autobis Tera,9.0308454,0
,38.7468282,node/7112755343,Meteorology,9.0194238,0
,38.7199737,node/7113004009,Girum Hospital,9.0462468,0
,38.7211613,node/7113004010,Ras Hailu (Medhanialem),9.0509733,0
,38.7114101,node/7113004011,Awolia,9.0572551,0
,38.6983516,node/7113004012,Bercheko Fabrica (Asko),9.0640587,0
,38.70588,node/7113004013,Gulele,9.0598807,0
,38.7210939,node/7113004014,Ras Hailu (Medhanialem),9.0507813,0
,38.7212829,node/7113004015,Woreda 7 TVET,9.040909,0
,38.7213725,node/7113004016,Chid Tera,9.0380466,0
,38.7365754,node/7113004018,Autobis Tera,9.0312199,0
,38.73268,node/7113004020,Michael (2),9.0426217,0
,38.7261371,node/7113004021,Pawlos Hospital (Saba Mosque),9.0485205,0
,38.7205811,node/7113004022,Anbessa Garage (Shegole),9.0643796,0
,38.7266132,node/7113004024,Shegole (Mender 7),9.0641379,0
,38.726699,node/7113004026,Shegole (Mender 7),9.0641466,0
,38.7189551,node/7113004027,Hassen & Hussein Mosque (Shegole),9.0589167,0
,38.7198445,node/7113004028,Shegole Bank,9.0548351,0
,38.7321449,node/7113004029,Michael,9.0409541,0
,38.7712666,node/7113158623,Eyesus,9.0652655,0
,38.8201425,node/7123180297,Gurd Shola,9.0189315,0
,38.7629695,node/7214490240,4 Kilo Minilik School,9.0351361,0
,38.7708485,node/7214490241,Kality Menaheriya,8.8967488,0
,38.497947,node/10672522047,Holeta,9.0675662,0
,38.53199,node/10672522056,Sademo,9.065884,0
,38.5920589,node/10672522057,Cheshire Ethiopia,9.0712731,0
,38.8085926,node/10672721751,Delta Fuel Station,8.8504983,0
,38.8243789,node/10672739809,Sidama Awash NOC,8.8412588,0
,38.8396009,node/10672739811,Atlas Resort,8.8314833,0
,38.818065,node/10672739815,ODDA Fuel Station,8.8447465,0
,38.717673,node/10672961242,3 Kutir (TZNA Area),8.9943894,0
,38.7335924,node/10672961244,Lideta High Court,9.0117316,0
,38.7024743,node/10750378219,Ayer Tena,8.9839135,0
,38.7626278,node/10766121864,St. Estifanos,9.0125659,0
,38.7641345,node/10766121867,Place Parking (Gibi Gebriel),9.0214342,0
,38.7743234,node/10766121869,Wollo Sefer,8.9944147,0
,38.7761469,node/10766121871,Bole Mikael,8.9812653,0
,38.7670877,node/10766121873,kality Maseltegna,8.9321192,0
,38.7721261,node/10766121874,kality Meneharia,8.8957067,0
,38.7908923,node/10766454594,Bole Roundabout,8.9867247,0
,38.7341844,node/10768858714,German Square,8.965437,0
,38.7420458,node/10768858715,Gofa Camp,8.97192,0
,38.7411322,node/10768858718,African Union,9.003043,0
,38.7370315,node/10768858719,Autobis Tera,9.0296254,0
,38.7470064,node/10768858720,Guenet Hotel (Orbis),9.0026517,0
,38.7340469,node/10768858723,German Square,8.9651822,0
,38.7650098,node/10781643821,Arat Kilo,9.0322896,0
,38.7666152,node/10781643822,4 kilo (Children Theatre),9.0328365,0
,38.7736753,node/10781643823,Bel Air,9.0325481,0
,38.7768069,node/10781643824,Kebena,9.0344084,0
,38.7794124,node/10781643825,Kokebe Tsebah (Kebena),9.0350794,0
,38.7823515,node/10781643826,Kenya Embassy (Kebena),9.0324942,0
,38.785575,node/10781643827,British Embassy,9.0309005,0
,38.7888226,node/10781643828,Abebe Sook,9.0289673,0
,38.7947497,node/10781643829,Shola (Yeka Court),9.0251295,0
,38.7984062,node/10781643830,Shola Abyssinia Bank,9.0232585,0
,38.7997354,node/10781643831,Megenagna (Marathon Motors),9.0224046,0
,38.8010368,node/10781643832,Megenagna,9.0208971,0
,38.788672,node/10781844855,Abebe Sook,9.0287927,0
,38.7843424,node/10781844856,British Embassy,9.0313214,0
,38.7623866,node/10781844857,5 Kilo St. Mary,9.038677,0
,38.7826601,node/10781844861,Kenya Embassy (Kebena),9.032679,0
,38.8773834,node/10823916391,Yeka 03,9.0381854,0
,38.7646885,node/10842065103,kality Maseltegna,8.9358559,0
,38.7819099,node/10842129019,Bole Cargo,8.9834477,0
,38.7704449,node/10842129023,Kality Menaheria,8.8973782,0
,38.7821218,node/10842129027,Derartu,8.8869211,0
,38.7729402,node/10842129029,Kality Total,8.8948904,0
,38.7645559,node/10842129048,Kality Gebriel,8.9093265,0
,38.7635639,node/10842129055,Sheger building,8.9192813,0
,38.7477478,node/10842129057,Bulgaria,8.9947898,0
,38.758701,node/10842129060,Tele Garage,9.0000494,0
,38.7640108,node/10842129066,Adey abada,8.9571801,0
,38.7654586,node/10842129088,Kality Cheralia,8.9068482,0
,38.7593009,node/10842129090,Lancha,8.9906489,0
,38.7486365,node/10842129105,Kera,8.9875165,0
,38.7599766,node/10842129106,Agona,8.9867627,0
,38.7588933,node/10842129112,Riche,9.0041803,0
,38.7683276,node/10842129139,Wuhalimat,8.9295931,0
,38.7666459,node/10845731580,Saris Abo,8.9441872,0
,38.7544517,node/10845731581,Legehar,9.0120319,0
,38.7631799,node/10845731583,Kality Customs,8.9380577,0
,38.7378007,node/10845731584,Gojam Berenda,9.0342603,0
,38.7381021,node/10845731585,Gojam Berenda,9.0343553,0
,38.734431,node/10845731590,Autobus Tera,9.0343246,0
,38.7476261,node/10845731593,Beg Tera,8.9970419,0
,38.7475303,node/10845731602,Beg Tera,8.9968163,0
,38.7479845,node/10845749005,Bulgaria,8.9937615,0
,38.8202354,node/10886135789,Tulu Dimtu,8.8738791,0
,38.7897689,node/10899278324,Bole Bridge,8.9885561,0
,38.7840796,node/10899278325,Friendship Building,8.9908062,0
,38.7722516,node/11033818190,Kality Meneharia,8.8954024,0
,38.7642175,node/11033818192,Kality Maseltegna,8.9361073,0
,38.7406449,node/11033818193,AU (Mikael) Rounrdabout,8.9994656,0
,38.7438741,node/11033818195,Mexico,9.0089885,0
,38.7440373,node/11033818196,Mexico,9.0089241,0
,38.7474194,node/11033818197,Bulgaria Mazoria,8.9945922,0
,38.7373077,node/11033818199,Autobis Tera,9.0316048,0
,38.7377146,node/11033818200,Autobis Tera,9.0299591,0
,38.7483364,node/11033903482,Kera,8.9864921,0
,38.7661144,node/11034015157,Saris Abo,8.9450004,0
,38.7522899,node/11034015158,Piassa Arada,9.0331054,0
,38.7511155,node/11034015159,Piassa Arada,9.0321742,0
,38.7370369,node/11034031010,Autobis Tera,9.03055,0
,38.7612633,node/11034031011,Shero Meda,9.0626384,0
,38.7598757,node/11034031012,Tsehay Chora (ShiroMeda),9.0583756,0
,38.7493262,node/11034031013,Abune Petros,9.0351037,0
,38.7572407,node/11034054993,Kuskoam,9.0777204,0
,38.7654122,node/11034209866,Arat Kilo,9.0321373,0
,38.6806691,node/11034280233,Kara Kore,8.9753965,0
,38.6960927,node/11034280234,Ayer Tena,8.9825611,0
,38.6805349,node/11034280236,Kara Kore,8.9753861,0
,38.7614325,node/11034427397,Lion Zoo (PEPSI Kiosk),9.0426561,0
,38.777181,node/11034427398,Abo Mazoriya,9.0571131,0
,38.7835816,node/11034427399,Yeha,9.0608545,0
,38.7880233,node/11034427400,Gurara,9.0622785,0
,38.7888027,node/11034427401,Gurara,9.0624066,0
,38.7634093,node/11034511605,Saris,8.9535755,0
,38.7636248,node/11034511606,Saris,8.9535945,0
,38.7371486,node/11034611751,Autobis Tera,9.0296904,0
,38.8004821,node/11034647605,Megenagna,9.0221498,0
,38.7220211,node/11035234709,Torhailoch,9.0115667,0
,38.7214866,node/11035240260,Chid Tera,9.0376857,0
,38.6971291,node/11035502832,Ayer Tena,8.9837379,0
,38.7015659,node/11035502833,Ayer Tena,8.9836981,0
,38.7255627,node/11035532608,Bisrate Gebrael,8.9914198,0
